amt,zip,lat,long,genders,Essentials,Leisure,Wellness,Other,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,transaction_id,card_id,transaction_date,amount,merchant,merchant_category,city,country,card_present,transaction_type,ip_address,device_id,is_fraud,suspicious_note
15.57,13484,42.8546,-75.6605,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:50:24,102.38,FashionHub,clothing,,,0,online,127.83.9.45,vj0al96sjr0h,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
107.64,68961,40.201,-98.0684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:51:02,51.95,LuxuryBoutique,luxury,,,0,online,43.108.56.20,uokchflcd2jd,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
107.64,68961,40.201,-98.0684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:52:01,27.79,TravelWings,travel,,,0,online,178.239.169.193,qa8eq8nyqmfi,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
123.37,52535,40.8626,-91.9534,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:53:23,63.07,LuxuryBoutique,luxury,,,0,online,184.213.114.78,n8xfic6pe2uw,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
123.37,52535,40.8626,-91.9534,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:53:41,19673.65,MegaGrocers,retail,,,0,in-store,24.126.30.178,7qayh7fvshcu,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
3.25,66618,39.1329,-95.7023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-08-04 10:24:57,89.33,GadgetZone,electronics,,,0,online,67.161.241.136,pqkjsgrlzn73,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
3.25,66618,39.1329,-95.7023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:52:37,193.09,GadgetZone,electronics,,,1,online,152.118.91.161,211qbqphwm3e,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
106.9,70808,30.4066,-91.1468,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:51:30,89.37,LuxuryBoutique,luxury,,,0,online,26.101.23.195,2r4f3978ndfo,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
106.9,70808,30.4066,-91.1468,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-10 18:19:40,1.25,MegaGrocers,retail,,,0,online,63.141.212.78,mk2o2sok9gp1,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
28.67,55065,44.5274,-93.0196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:59:01,41.66,LuxuryBoutique,luxury,,,0,online,218.136.141.224,krkvqskjq99k,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
28.67,55065,44.5274,-93.0196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-08-28 19:09:31,258.1,GadgetZone,electronics,,,0,online,243.58.101.170,8woq1c706r2y,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
62.47,76443,32.1482,-99.1872,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2025-09-23 18:35:54,1.94,MegaGrocers,retail,,,0,online,153.227.155.185,g7gdmtqaoo2l,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
62.47,76443,32.1482,-99.1872,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-29 18:29:29,41.41,LuxuryBoutique,luxury,,,0,online,47.254.87.49,iz8zjicj45ny,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
53.3,6024,42.0158,-73.2913,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2025-10-25 13:58:42,6237.05,GadgetZone,electronics,,,0,online,194.241.119.70,rq45wkjsua0m,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
53.3,6024,42.0158,-73.2913,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 17:59:19,2.03,OnlineBooks,books,,,0,online,83.126.73.176,nffs693vawau,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
59.55,75092,33.6372,-96.6184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2025-10-25 13:52:48,4.58,LuxuryBoutique,luxury,,,0,online,208.144.101.246,a5phgfulm8r2,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
59.55,75092,33.6372,-96.6184,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-01 20:55:27,115.17,GadgetZone,electronics,,,0,online,91.45.41.4,1xgf2vyvdpen,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
1.92,95453,39.047,-122.9328,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2025-10-25 13:56:36,77.4,GadgetZone,electronics,,,0,online,177.150.238.35,g1x3eggo1c8y,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
1.92,95453,39.047,-122.9328,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:53:40,23.74,FashionHub,clothing,,,0,online,186.85.176.53,sauducofr5vy,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
16.54,17051,40.5046,-77.7186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:53:15,294.79,OnlineBooks,books,,,0,online,69.209.107.26,x61f5a6m6z3g,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
16.54,17051,40.5046,-77.7186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-12 09:36:05,54.74,OnlineBooks,books,,,1,online,35.207.154.189,oenasinrtqq5,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
137.93,17088,40.3087,-76.2963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-21 01:18:38,26.58,TravelWings,travel,,,0,online,222.254.41.116,56ph7r79h3nl,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
137.93,17088,40.3087,-76.2963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-19 16:13:53,59.46,ElectroMart,electronics,,,0,online,128.83.30.49,1qn9n1m895ia,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
79.67,80120,39.5994,-105.0044,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-15 20:05:17,144.56,ElectroMart,electronics,,,0,online,107.105.113.228,v0r9sg3ueppm,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
79.67,80120,39.5994,-105.0044,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,2025-10-11 04:59:25,202.08,FashionHub,clothing,,,0,online,163.129.162.66,7j2tf1tq9fms,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
30.22,82227,42.73,-104.7024,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:56:11,156.74,ElectroMart,electronics,,,0,online,57.58.171.85,vi7yzezcqcah,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
30.22,82227,42.73,-104.7024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,2025-10-25 13:53:59,0.65,FashionHub,clothing,,,0,online,156.172.116.139,mhqjm3gjbl04,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
164.25,64874,36.7651,-94.0492,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-08-04 00:13:01,27.56,FashionHub,clothing,,,0,online,235.166.38.35,wrwsehjiynk8,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
164.25,64874,36.7651,-94.0492,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-06 13:25:30,3.01,MegaGrocers,retail,,,0,online,136.133.44.180,1vswk7n3e9rj,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
56.44,72513,36.2201,-91.6421,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-08-31 13:09:07,150.18,TravelWings,travel,,,0,online,143.234.219.239,zs5r0wcq7nyc,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
56.44,72513,36.2201,-91.6421,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:56:59,268.99,TravelWings,travel,,,0,online,167.250.196.169,9qciqlgh2qk7,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
20.29,15432,40.1151,-79.8627,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-08-18 12:50:21,141.83,LuxuryBoutique,luxury,,,0,online,82.238.197.147,u76aiep6ducp,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
20.29,15432,40.1151,-79.8627,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-17 04:57:01,2.69,OnlineBooks,books,,,0,online,185.194.164.148,89ndwiqi3z07,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
200.48,7640,40.9918,-73.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-24 14:04:42,66.6,OnlineBooks,books,,,0,online,77.106.187.95,1n6est52c7u3,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
200.48,7640,40.9918,-73.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:50:53,261.21,LuxuryBoutique,luxury,,,0,online,71.29.54.35,ugc4mbxrlxy9,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
150.87,28654,36.0788,-81.1781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-15 02:02:05,113.12,MegaGrocers,retail,,,1,online,84.49.81.101,v6g30igdnf5f,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
150.87,28654,36.0788,-81.1781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:58:32,68.36,ElectroMart,electronics,,,0,online,37.149.90.17,cxxb2mqg4xjw,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
7.57,50469,43.0032,-93.2167,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:54:37,106.66,ElectroMart,electronics,,,0,online,120.144.141.230,5azak7stivs7,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
7.57,50469,43.0032,-93.2167,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:59:29,152.55,FashionHub,clothing,,,0,online,251.91.230.36,3s7f3jlkiw4r,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
2.79,41812,37.2409,-82.7696,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-08-29 22:55:54,2.16,OnlineBooks,books,,,0,online,70.116.217.56,oebxp23txrsn,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
2.79,41812,37.2409,-82.7696,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,2025-10-28 09:57:17,33.36,FashionHub,clothing,,,0,online,10.204.231.200,0fkumba2xu15,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
98.6,5461,44.3346,-73.098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-27 15:19:43,40.57,FashionHub,clothing,,,0,online,108.240.164.243,i0retsty70gu,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
98.6,5461,44.3346,-73.098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,2025-10-25 13:50:28,128.32,FashionHub,clothing,,,0,online,68.220.72.113,zadwr2shtuke,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
32.4,55128,44.9913,-92.9487,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:58:01,67.88,GadgetZone,electronics,,,0,online,142.154.249.144,de0bna02x2j1,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
32.4,55128,44.9913,-92.9487,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-23 01:47:41,2.58,ElectroMart,electronics,,,0,online,194.80.245.208,sj8g4wiyblck,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
32.79,58765,48.8856,-103.0098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:55:28,30.34,LuxuryBoutique,luxury,,,0,online,177.182.162.7,e1uxixlhef3y,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
32.79,58765,48.8856,-103.0098,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-03 04:19:26,23.98,LuxuryBoutique,luxury,,,0,online,76.74.89.27,rto37p8o73ck,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
68.44,72959,35.8312,-94.1187,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-08 03:17:36,197.09,GadgetZone,electronics,,,0,online,7.232.146.179,uusl7qt2jkir,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
68.44,72959,35.8312,-94.1187,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:55:16,3.14,OnlineBooks,books,,,0,online,233.122.89.191,17xdiwk3eof0,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
70.31,19149,40.0369,-75.0664,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-29 15:32:27,103.71,FashionHub,clothing,,,0,online,227.241.228.40,yc240777vxic,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
70.31,19149,40.0369,-75.0664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-09-06 00:25:10,76.47,GadgetZone,electronics,,,0,online,82.22.219.3,99ly416p44p2,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
104.02,93529,37.7773,-119.0825,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:57:35,7371.15,OnlineBooks,books,,,0,online,226.8.61.26,n7sqwgim1mmy,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
104.02,93529,37.7773,-119.0825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:54:19,22.03,MegaGrocers,retail,,,0,online,142.182.63.168,dwmjngp8qpic,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
73.84,29819,34.0326,-82.2027,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-08-30 13:58:57,73.01,ElectroMart,electronics,,,0,online,4.105.214.126,x6exlwvqct1w,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
73.84,29819,34.0326,-82.2027,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:56:09,72.56,OnlineBooks,books,,,0,online,51.232.101.189,w9lkv24z7clm,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
184.42,59871,45.8433,-113.8748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:52:02,146.72,TravelWings,travel,,,0,online,130.114.198.108,mcymyz4xxk7g,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
184.42,59871,45.8433,-113.8748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:50:24,13055.63,MegaGrocers,retail,,,0,online,85.242.223.110,gpkr9s5ycooz,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
77.05,60072,42.4048,-88.3054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2025-10-25 13:56:52,290.54,FashionHub,clothing,,,0,online,72.213.127.233,kzq00har8myo,1,"auto-labeled: all fraudulent - patterns injected (online, card_not_present, bursts, unusual amounts, random IPs)"
